time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
474600,2021-03-21 09:55:04,40.1844469150737,33.3250845654826,163.713916,,,3615.2929628022,46.916012,19.24215788,903.08729924,16,5,14.737,3617.2614668022,165.68242,20.72748604,2016.19429024,18.342908,-5.816044,0,339.9, -14.7, 2.8,0,0,1024,1024,1024,1024,342.6,-0.1,48,3.687,3.703,3.701,3.679,0,0,12.474,85.91,3615.2929628022,163.713916,14,Waypoint,
474700,2021-03-21 09:55:04,40.1844542072719,33.325081547388,163.713916,,,3615.2929628022,46.916012,19.24215788,903.31695804,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.342908,-5.816044,0,339.5, -14.9, 2.7,0,0,1024,1024,1024,1024,342.5,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.2929628022,163.713916,14,Waypoint,
474800,2021-03-21 09:55:04,40.1844618798747,33.3250782749152,163.713916,,,3615.2929628022,46.916012,19.31150302,903.5925486,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.342908,-6.039738,0,339, -14.9, 3,0,0,1024,1024,1024,1024,342.4,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.2929628022,163.713916,14,Waypoint,
474900,2021-03-21 09:55:04,40.1844693990651,33.3250750576952,164.042,,,3615.6210468022,46.916012,19.31150302,903.87470084,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.342908,-6.039738,0,338.7, -14.6, 3.6,0,0,1024,1024,1024,1024,342.3,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475000,2021-03-21 09:55:05,40.184477076462,33.3250716987553,164.042,,,3615.6210468022,46.916012,19.09899372,904.19294232,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,338.3, -15, 3.9,0,0,1024,1024,1024,1024,342.2,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475100,2021-03-21 09:55:05,40.1844843689208,33.3250685052151,164.042,,,3615.6210468022,46.916012,19.09899372,904.50462212,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,337.8, -14.2, 3.8,0,0,1024,1024,1024,1024,342,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475200,2021-03-21 09:55:05,40.1844919741972,33.3250651993753,164.042,,,3615.6210468022,46.916012,19.09899372,904.83270612,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,337.5, -14.4, 4,0,0,1024,1024,1024,1024,341.8,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475300,2021-03-21 09:55:05,40.1844992317943,33.3250620302324,164.042,,,3615.6210468022,46.916012,19.09899372,905.15750928,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,337, -14.8, 4.2,0,0,1024,1024,1024,1024,341.6,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475400,2021-03-21 09:55:05,40.1845071179447,33.3250584065096,164.370084,,,3615.9491308022,46.916012,19.09899372,905.57089512,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,336.7, -14.5, 3.8,0,0,1024,1024,1024,1024,341.6,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.9491308022,164.370084,14,Waypoint,
475500,2021-03-21 09:55:05,40.1845144205651,33.3250551738619,164.042,,,3615.6210468022,46.916012,19.09899372,905.92850668,14,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,336.3, -13.6, 3.8,0,0,1024,1024,1024,1024,341.4,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475600,2021-03-21 09:55:05,40.1845220197446,33.3250518134869,164.042,,,3615.6210468022,46.916012,19.09899372,906.30908412,14,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,335.9, -14.1, 4.3,0,0,1024,1024,1024,1024,341.1,-0.1,48,3.687,3.703,3.701,3.679,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475700,2021-03-21 09:55:05,40.1845292907861,33.3250486138473,164.042,,,3615.6210468022,46.916012,19.09899372,906.6765382,15,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,335.4, -14.6, 3.5,0,0,1024,1024,1024,1024,340.8,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475800,2021-03-21 09:55:05,40.1845372029916,33.3250450582936,164.042,,,3615.6210468022,46.916012,19.09899372,907.10632824,15,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,335, -14.5, 3.1,0,0,1024,1024,1024,1024,340.5,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
475900,2021-03-21 09:55:05,40.1845444535538,33.3250418410736,164.042,,,3615.6210468022,46.916012,19.09899372,907.4967482,14,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.039738,0,334.7, -14, 3.1,0,0,1024,1024,1024,1024,340.1,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
476000,2021-03-21 09:55:06,40.1845515889004,33.3250385743413,164.042,,,3615.6210468022,46.916012,19.1705758,907.91997656,14,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.263432,0,334.3, -14.2, 3.5,0,0,1024,1024,1024,1024,339.8,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
476100,2021-03-21 09:55:06,40.1845584239358,33.3250354112977,163.713916,,,3615.2929628022,46.916012,18.96030344,908.33992408,14,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-6.263432,0,334, -14.9, 3.8,0,0,1024,1024,1024,1024,339.4,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.2929628022,163.713916,14,Waypoint,
476200,2021-03-21 09:55:06,40.1845654237958,33.3250320591748,163.713916,,,3615.2929628022,46.916012,19.1705758,908.8090842,14,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.263432,0,333.6, -15.4, 4.4,0,0,1024,1024,1024,1024,339.1,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.2929628022,163.713916,14,Waypoint,
476300,2021-03-21 09:55:06,40.1845726041656,33.3250287228383,163.713916,,,3615.2929628022,46.916012,19.1705758,909.27168264,15,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.263432,0,333.3, -15.4, 5.2,0,0,1024,1024,1024,1024,338.8,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.2929628022,163.713916,14,Waypoint,
476400,2021-03-21 09:55:06,40.1845801377123,33.3250252487287,163.713916,,,3615.2929628022,46.916012,19.24439482,909.75724696,15,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.487126,0,332.8, -15.8, 5.5,0,0,1024,1024,1024,1024,338.5,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.2929628022,163.713916,14,Waypoint,
476500,2021-03-21 09:55:06,40.1845873553929,33.3250218915827,164.042,,,3615.6210468022,46.916012,19.24439482,910.23953044,16,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.487126,0,332.6, -14.6, 5.4,0,0,1024,1024,1024,1024,338.5,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
476600,2021-03-21 09:55:06,40.1845952389379,33.3250181699118,164.042,,,3615.6210468022,46.916012,19.24439482,910.79071156,16,5,14.782,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.487126,0,332.2, -14.7, 5.9,0,0,1024,1024,1024,1024,338.2,-0.1,48,3.693,3.711,3.712,3.688,0,0,11.59,85.91,3615.6210468022,164.042,14,Waypoint,
476700,2021-03-21 09:55:06,40.1846024139142,33.3250147571543,164.042,,,3615.6210468022,46.916012,19.24439482,911.30580344,17,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.487126,0,331.7, -14.2, 5.9,0,0,1024,1024,1024,1024,337.9,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.6210468022,164.042,14,Waypoint,
476800,2021-03-21 09:55:06,40.1846095390472,33.3250113598245,164.370084,,,3615.9491308022,46.916012,19.24439482,911.83073784,17,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.487126,0,331.2, -14, 5.8,0,0,1024,1024,1024,1024,337.5,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.9491308022,164.370084,14,Waypoint,
476900,2021-03-21 09:55:06,40.1846163910184,33.325008090222,164.370084,,,3615.9491308022,46.916012,19.24439482,912.34254888,16,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.487126,0,330.6, -15, 6,0,0,1024,1024,1024,1024,337.1,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.9491308022,164.370084,14,Waypoint,
477000,2021-03-21 09:55:07,40.1846239943146,33.3250044525066,164.370084,,,3615.9491308022,46.916012,19.32268772,912.92325756,16,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,330.3, -15, 5.8,0,0,1024,1024,1024,1024,336.7,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.9491308022,164.370084,14,Waypoint,
477100,2021-03-21 09:55:07,40.1846308316429,33.3250010935667,164.370084,,,3615.9491308022,46.916012,19.32268772,913.47771952,15,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,330, -14.6, 5.7,0,0,1024,1024,1024,1024,336.3,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.9491308022,164.370084,14,Waypoint,
477200,2021-03-21 09:55:07,40.1846382043514,33.3249974841953,164.370084,,,3615.9491308022,46.916012,19.32268772,914.07811324,15,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,329.8, -14.4, 5.8,0,0,1024,1024,1024,1024,335.9,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.9491308022,164.370084,14,Waypoint,
477300,2021-03-21 09:55:07,40.1846452883173,33.3249939925052,164.042,,,3615.6210468022,46.916012,19.32268772,914.67194528,15,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,329.5, -14.1, 6.9,0,0,1024,1024,1024,1024,335.6,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.6210468022,164.042,14,Waypoint,
477400,2021-03-21 09:55:07,40.1846530017485,33.3249901771916,164.370084,,,3615.9491308022,46.916012,19.32268772,915.32811328,15,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,329, -14.4, 6.9,0,0,1024,1024,1024,1024,335.3,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.9491308022,164.370084,14,Waypoint,
477500,2021-03-21 09:55:07,40.1846604671611,33.3249863310225,164.042,,,3615.6210468022,46.916012,19.32268772,916.01708968,15,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,328.7, -13.9, 6.5,0,0,1024,1024,1024,1024,335.3,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.6210468022,164.042,14,Waypoint,
477600,2021-03-21 09:55:07,40.1846679354658,33.3249825993056,164.042,,,3615.6210468022,46.916012,19.32268772,916.6831002,15,5,14.776,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,328.3, -13.5, 6.4,0,0,1024,1024,1024,1024,334.9,-0.1,48,3.695,3.711,3.712,3.692,0,0,11.196,85.91,3615.6210468022,164.042,14,Waypoint,
477700,2021-03-21 09:55:07,40.1846750940535,33.3249790182781,164.042,,,3615.6210468022,46.916012,19.32268772,917.32942568,15,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.71082,0,327.9, -13.4, 6.4,0,0,1024,1024,1024,1024,334.5,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
477800,2021-03-21 09:55:07,40.1846828157441,33.3249751767732,164.042,,,3615.6210468022,46.916012,19.40098062,918.03152544,15,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.934514,0,327.4, -13.2, 6.4,0,0,1024,1024,1024,1024,334.1,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
477900,2021-03-21 09:55:07,40.1846902630745,33.3249713306041,164.042,,,3615.6210468022,46.916012,19.40098062,918.75659108,15,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.934514,0,327, -12.8, 6.2,0,0,1024,1024,1024,1024,333.6,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
478000,2021-03-21 09:55:08,40.1846978403416,33.3249674948397,164.042,,,3615.6210468022,46.916012,19.40098062,919.48165672,15,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,18.119214,-6.934514,0,326.6, -12.6, 6.4,0,0,1024,1024,1024,1024,333.2,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
478100,2021-03-21 09:55:08,40.1847050232908,33.3249638431318,164.042,,,3615.6210468022,46.916012,19.1929452,920.18047564,15,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-6.934514,0,326.2, -12.5, 6.6,0,0,1024,1024,1024,1024,332.7,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
478200,2021-03-21 09:55:08,40.1847125388335,33.324960026383,164.042,,,3615.6210468022,46.916012,19.1929452,920.91866464,15,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-6.934514,0,325.7, -12.7, 6.6,0,0,1024,1024,1024,1024,332.3,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
478300,2021-03-21 09:55:08,40.1847196101105,33.3249563994311,163.713916,,,3615.2929628022,46.916012,19.1929452,921.63060692,16,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-6.934514,0,325.3, -12.9, 6.5,0,0,1024,1024,1024,1024,331.8,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.2929628022,163.713916,14,Waypoint,
478400,2021-03-21 09:55:08,40.1847267937893,33.3249526138966,164.042,,,3615.6210468022,46.916012,19.1929452,922.3917618,16,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-6.934514,0,324.9, -13.3, 6.9,0,0,1024,1024,1024,1024,331.4,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
478500,2021-03-21 09:55:08,40.1847336352603,33.3249489966319,164.042,,,3615.6210468022,46.916012,19.06543962,923.12666996,17,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.158208,0,324.5, -13.4, 7.3,0,0,1024,1024,1024,1024,331,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
478600,2021-03-21 09:55:08,40.1847409580994,33.3249451813183,164.042,,,3615.6210468022,46.916012,19.06543962,923.90750988,17,5,14.802,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.158208,0,323.9, -14, 7.4,0,0,1024,1024,1024,1024,331,-0.1,48,3.704,3.717,3.716,3.695,0,0,10.874,85.91,3615.6210468022,164.042,14,Waypoint,
478700,2021-03-21 09:55:08,40.1847479115552,33.3249415170528,164.042,,,3615.6210468022,46.916012,19.06543962,924.66538392,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.158208,0,323.4, -13.9, 7.6,0,0,1024,1024,1024,1024,330.6,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.6210468022,164.042,14,Waypoint,
478800,2021-03-21 09:55:08,40.1847549861413,33.3249376016383,164.042,,,3615.6210468022,46.916012,19.35847876,925.49871728,16,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-7.381902,0,322.9, -14, 7.8,0,0,1024,1024,1024,1024,330.1,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.6210468022,164.042,14,Waypoint,
478900,2021-03-21 09:55:08,40.1847619299047,33.3249338114396,164.042,,,3615.6210468022,46.916012,19.35847876,926.30908476,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-7.381902,0,322.5, -14.1, 8,0,0,1024,1024,1024,1024,329.7,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.6210468022,164.042,14,Waypoint,
479000,2021-03-21 09:55:09,40.184769262801,33.3249297614809,164.042,,,3615.6210468022,46.916012,19.35847876,927.18506904,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-7.381902,0,322, -13.9, 8.3,0,0,1024,1024,1024,1024,329.3,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.6210468022,164.042,14,Waypoint,
479100,2021-03-21 09:55:09,40.184776306642,33.3249258536009,164.370084,,,3615.9491308022,46.916012,19.35847876,928.03808744,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-7.381902,0,321.6, -13.7, 8.2,0,0,1024,1024,1024,1024,328.8,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
479200,2021-03-21 09:55:09,40.1847841719223,33.324921296321,164.370084,,,3615.9491308022,46.916012,19.35847876,929.05514784,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-7.381902,0,321.1, -13.3, 8.5,0,0,1024,1024,1024,1024,328.3,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
479300,2021-03-21 09:55:09,40.184791289851,33.3249173195543,164.370084,,,3615.9491308022,46.916012,19.44571942,929.94097464,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.89552,-7.605596,0,320.7, -12.4, 8.3,0,0,1024,1024,1024,1024,327.9,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
479400,2021-03-21 09:55:09,40.1847985021513,33.3249132161368,164.370084,,,3615.9491308022,46.916012,19.23992094,930.86945236,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.605596,0,320.1, -12.5, 8.1,0,0,1024,1024,1024,1024,327.3,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
479500,2021-03-21 09:55:09,40.1848054074313,33.3249092598208,164.370084,,,3615.9491308022,46.916012,19.23992094,931.77168336,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.605596,0,319.5, -12.9, 8.5,0,0,1024,1024,1024,1024,326.8,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
479600,2021-03-21 09:55:09,40.1848126511019,33.3249048098175,164.370084,,,3615.9491308022,46.916012,19.23992094,932.81170964,15,5,14.794,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.605596,0,319, -13.1, 8.5,0,0,1024,1024,1024,1024,326.8,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
479700,2021-03-21 09:55:09,40.1848196315639,33.3249007831798,164.698168,,,3616.2772148022,46.916012,19.23992094,933.74674904,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.605596,0,318.5, -12.7, 8.6,0,0,1024,1024,1024,1024,326.3,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3616.2772148022,164.698168,14,Waypoint,
479800,2021-03-21 09:55:09,40.1848267124162,33.3248967156407,164.698168,,,3616.2772148022,46.916012,19.23992094,934.69819264,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.605596,0,317.9, -13.2, 8.8,0,0,1024,1024,1024,1024,325.8,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3616.2772148022,164.698168,14,Waypoint,
479900,2021-03-21 09:55:09,40.1848334678272,33.3248928203181,164.370084,,,3615.9491308022,46.916012,19.23992094,935.61682784,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.605596,0,317.3, -13.3, 8.3,0,0,1024,1024,1024,1024,325.2,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
480000,2021-03-21 09:55:10,40.1848403532793,33.3248888331467,164.698168,,,3616.2772148022,46.916012,19.12360006,936.5649906,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.448132,-7.82929,0,316.7, -13.5, 8.7,0,0,1024,1024,1024,1024,324.6,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3616.2772148022,164.698168,14,Waypoint,
480100,2021-03-21 09:55:10,40.1848472403728,33.3248848169138,164.370084,,,3615.9491308022,46.916012,19.12360006,937.52955756,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.448132,-7.82929,0,316.1, -14, 8.8,0,0,1024,1024,1024,1024,324.1,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
480200,2021-03-21 09:55:10,40.1848544389681,33.3248805832574,164.370084,,,3615.9491308022,46.916012,19.32939854,938.55317964,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-7.82929,0,315.6, -14.2, 8.8,0,0,1024,1024,1024,1024,323.5,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
480300,2021-03-21 09:55:10,40.1848612622397,33.32487653294,164.698168,,,3616.2772148022,46.916012,19.42111308,939.54399332,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.052984,0,315.1, -13.7, 8.9,0,0,1024,1024,1024,1024,323,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3616.2772148022,164.698168,14,Waypoint,
480400,2021-03-21 09:55:10,40.1848683358486,33.3248722752451,164.698168,,,3616.2772148022,46.916012,19.42111308,940.59058128,15,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.052984,0,314.6, -13.6, 8.9,0,0,1024,1024,1024,1024,322.4,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3616.2772148022,164.698168,14,Waypoint,
480500,2021-03-21 09:55:10,40.1848748672379,33.3248682891501,164.698168,,,3616.2772148022,46.916012,19.42111308,941.58139496,16,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.052984,0,313.9, -13.5, 9,0,0,1024,1024,1024,1024,321.8,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3616.2772148022,164.698168,14,Waypoint,
480600,2021-03-21 09:55:10,40.1848823033906,33.3248637681074,164.370084,,,3615.9491308022,46.916012,19.42111308,942.71000392,16,5,14.79,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.052984,0,313.3, -13.9, 8.8,0,0,1024,1024,1024,1024,321.8,-0.1,48,3.707,3.722,3.72,3.7,0,0,10.038,85.91,3615.9491308022,164.370084,14,Waypoint,
480700,2021-03-21 09:55:10,40.1848893295272,33.3248594802747,164.370084,,,3615.9491308022,46.916012,19.51506456,943.79268112,17,5,14.807,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.276678,0,312.8, -13.5, 8,0,0,1024,1024,1024,1024,321.2,-0.1,48,3.709,3.722,3.724,3.707,0,0,9.93,85.91,3615.9491308022,164.370084,14,Waypoint,
480800,2021-03-21 09:55:10,40.1848964866949,33.3248551005931,164.370084,,,3615.9491308022,46.916012,19.51506456,944.90160504,17,5,14.807,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.276678,0,312.1, -13.2, 7.7,0,0,1024,1024,1024,1024,320.5,-0.1,48,3.709,3.722,3.724,3.707,0,0,9.93,85.91,3615.9491308022,164.370084,14,Waypoint,
480900,2021-03-21 09:55:10,40.1849034552692,33.3248507862103,164.370084,,,3615.9491308022,46.916012,19.51506456,946.00396728,17,5,14.807,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.276678,0,311.5, -13.1, 7.6,0,0,1024,1024,1024,1024,319.9,-0.1,48,3.709,3.722,3.724,3.707,0,0,9.93,85.91,3615.9491308022,164.370084,14,Waypoint,
481000,2021-03-21 09:55:11,40.1849107712623,33.3248462070446,164.370084,,,3615.9491308022,46.916012,19.60901604,947.18506968,17,5,14.807,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.500372,0.223694,310.8, -13, 7.3,0,0,1024,1024,1024,1024,319.2,-0.1,48,3.709,3.722,3.724,3.707,0,0,9.93,85.91,3615.9491308022,164.370084,14,Waypoint,
481100,2021-03-21 09:55:11,40.1849177337463,33.3248418036832,164.370084,,,3615.9491308022,46.916012,19.60901604,948.326802,16,5,14.807,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.500372,0,310.3, -12.2, 7,0,0,1024,1024,1024,1024,318.4,-0.1,48,3.709,3.722,3.724,3.707,0,0,9.93,85.91,3615.9491308022,164.370084,14,Waypoint,
481200,2021-03-21 09:55:11,40.1849250413822,33.3248371333863,164.370084,,,3615.9491308022,46.916012,19.7074414,949.54399364,16,5,14.807,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.724066,0,309.7, -12.4, 7.6,0,0,1024,1024,1024,1024,317.7,-0.1,48,3.709,3.722,3.724,3.707,0,0,9.93,85.91,3615.9491308022,164.370084,14,Waypoint,
481300,2021-03-21 09:55:11,40.1849321830406,33.3248325043495,164.042,,,3615.6210468022,46.916012,19.7074414,950.76118528,15,5,14.807,3617.2614668022,165.68242,20.72748604,2016.19429024,17.671826,-8.724066,0,309.1, -12.3, 7.2,0,0,1024,1024,1024,1024,317,-0.1,48,3.709,3.722,3.724,3.707,0,0,9.93,85.91,3615.6210468022,164.042,14,Waypoint,
